student_id,gender,age,parental_education,family_income,internet_access,study_environment,study_hours_per_day,attendance_rate,sleep_hours,social_media_hours,assignment_completion_rate,participation_score,online_courses_completed,tutoring,previous_gpa,pass_fail
S08164,Male,15,Master,Low,Yes,Noisy,2.56,83.6,7.04,5.2,86.8,77.6,3,Yes,1.86,Fail
S08165,Male,16,Bachelor,High,Yes,Quiet,3.31,90.7,6.83,2.9,81.9,94.9,3,No,1.93,Pass
S08166,Female,17,Bachelor,Low,Yes,Noisy,3.28,85.4,7.69,4.4,40.0,67.0,0,No,2.02,Fail
S08167,Male,15,PhD,Medium,Yes,Quiet,5.0,97.8,6.85,3.1,44.5,79.7,3,No,1.95,Pass
S08168,Female,17,Bachelor,High,Yes,Quiet,3.89,89.2,5.18,1.7,63.2,57.2,1,No,2.84,Pass
S08169,Female,16,High School,High,Yes,Quiet,2.45,70.8,6.69,0.7,97.7,64.6,4,No,2.25,Pass
S08170,Male,15,High School,Low,Yes,Moderate,2.67,70.3,5.87,3.0,51.9,64.7,4,No,2.23,Fail
S08171,Male,15,Bachelor,Medium,Yes,Moderate,2.67,82.8,6.4,3.6,96.7,77.1,1,No,1.84,Fail
S08172,Female,15,Master,Low,Yes,Quiet,3.02,91.1,6.06,2.4,53.5,100.0,4,No,1.25,Fail
S08173,Female,15,High School,High,Yes,Quiet,1.87,98.1,9.09,1.6,47.2,58.2,0,No,2.29,Pass
S08174,Male,16,High School,High,Yes,Quiet,2.9,78.3,6.66,4.6,84.5,86.7,1,No,1.22,Fail
S08175,Female,15,Master,Low,Yes,Quiet,4.64,62.9,7.72,1.8,79.5,82.8,4,No,2.43,Pass
S08176,Male,18,Master,Medium,Yes,Noisy,4.59,89.3,6.69,0.8,53.6,73.5,2,No,2.39,Pass
S08177,Female,18,High School,High,No,Quiet,1.12,85.4,6.77,2.4,62.0,74.1,2,No,2.05,Fail
S08178,Female,17,High School,Low,Yes,Moderate,0.93,86.4,6.52,2.6,84.6,80.8,6,Yes,1.41,Fail
S08179,Male,15,Bachelor,Low,No,Quiet,2.29,74.0,6.3,1.4,74.4,70.4,0,Yes,1.6,Fail
S08180,Male,18,High School,Low,Yes,Quiet,0.87,96.9,6.33,2.4,89.3,63.6,1,Yes,1.41,Fail
S08181,Male,18,Master,Medium,Yes,Moderate,1.48,76.8,7.37,0.0,75.0,86.8,2,Yes,1.88,Fail
S08182,Female,18,High School,High,Yes,Noisy,3.42,88.1,6.94,3.1,94.8,68.0,2,No,2.03,Pass
S08183,Female,16,High School,High,Yes,Noisy,2.95,87.8,8.33,0.9,62.8,72.0,0,No,2.21,Pass
S08184,Female,15,High School,Low,Yes,Moderate,0.93,90.5,6.78,1.9,88.8,55.0,5,No,1.13,Fail
S08185,Female,16,High School,Low,Yes,Quiet,4.4,77.6,6.72,1.5,61.0,69.0,4,Yes,2.29,Fail
S08186,Male,16,High School,Medium,Yes,Quiet,2.49,75.8,7.04,4.6,84.6,48.6,1,No,1.94,Fail
S08187,Female,18,High School,Medium,Yes,Moderate,2.38,93.5,7.61,2.0,89.6,72.2,2,No,1.83,Fail
S08188,Female,18,Master,Medium,Yes,Quiet,4.22,90.5,7.12,1.2,64.1,48.6,3,No,1.97,Pass
S08189,Female,17,High School,Medium,No,Noisy,3.49,88.4,8.35,5.6,85.7,43.9,1,Yes,2.56,Pass
S08190,Male,15,Master,Medium,Yes,Moderate,2.95,96.3,9.58,5.2,88.5,48.2,5,No,2.5,Pass
S08191,Female,15,High School,Low,No,Noisy,2.41,88.4,7.82,3.8,87.5,76.8,4,No,1.18,Fail
S08192,Female,18,Bachelor,Medium,Yes,Moderate,3.68,81.3,7.38,3.3,68.8,55.5,1,No,2.13,Pass
S08193,Male,18,High School,High,Yes,Moderate,2.48,90.2,5.0,1.2,74.5,68.1,2,No,2.08,Pass
S08194,Female,15,High School,Low,No,Quiet,2.73,89.5,8.38,4.1,100.0,60.4,2,Yes,2.05,Pass
S08195,Female,17,Bachelor,Medium,Yes,Moderate,1.59,89.8,8.23,3.0,66.7,76.4,2,No,1.17,Fail
S08196,Male,18,Bachelor,Low,Yes,Quiet,4.37,76.2,8.53,1.5,82.1,43.5,2,No,2.48,Pass
S08197,Female,17,Master,Medium,Yes,Moderate,4.86,75.2,7.8,2.7,76.9,69.2,1,No,2.44,Pass
S08198,Female,16,Master,Medium,Yes,Moderate,3.25,93.8,6.05,1.8,85.1,63.8,0,Yes,2.09,Fail
S08199,Female,18,Bachelor,Medium,Yes,Moderate,2.42,83.5,6.03,0.2,100.0,81.0,3,Yes,2.33,Pass
S08200,Male,16,Bachelor,High,Yes,Moderate,4.12,65.6,5.91,4.5,71.1,79.1,3,No,1.35,Fail
S08201,Female,18,Master,Medium,No,Moderate,3.71,71.3,7.08,0.0,85.5,37.9,3,Yes,1.7,Fail
S08202,Female,16,Bachelor,Medium,Yes,Quiet,2.47,71.8,6.3,5.7,90.6,87.6,1,No,1.18,Fail
S08203,Male,18,PhD,Low,Yes,Noisy,4.38,95.7,7.86,2.2,75.0,85.5,4,Yes,1.71,Pass
S08204,Male,17,Master,Medium,Yes,Quiet,2.49,84.5,6.43,3.2,67.3,76.9,1,Yes,1.65,Fail
S08205,Female,17,High School,Low,No,Noisy,1.46,85.4,6.67,3.3,81.5,49.1,2,Yes,1.67,Fail
S08206,Female,17,High School,High,Yes,Moderate,2.92,81.5,7.26,1.0,80.3,77.7,1,No,1.68,Fail
S08207,Female,16,Bachelor,Low,No,Noisy,4.3,74.4,6.52,2.2,55.4,80.5,6,Yes,2.8,Pass
S08208,Female,17,Bachelor,Low,Yes,Moderate,3.12,92.6,6.09,2.3,68.2,65.2,4,No,2.19,Fail
S08209,Male,16,Bachelor,Low,Yes,Moderate,1.59,91.5,5.19,1.6,90.9,84.2,2,No,2.39,Pass
S08210,Female,18,Master,High,Yes,Quiet,2.52,78.0,7.93,4.1,73.2,95.3,0,No,1.37,Fail
S08211,Male,16,High School,Medium,Yes,Moderate,4.44,99.0,6.08,0.7,86.9,64.1,1,Yes,2.6,Pass
S08212,Male,18,High School,Low,Yes,Quiet,3.33,92.4,6.62,2.8,64.2,56.6,2,No,2.17,Pass
S08213,Female,15,High School,Low,Yes,Moderate,2.98,76.5,6.63,0.0,81.9,66.9,2,No,1.29,Fail
S08214,Female,15,Bachelor,Medium,Yes,Quiet,2.84,82.1,4.94,2.9,81.9,77.9,3,Yes,1.2,Fail
S08215,Male,15,Bachelor,Low,Yes,Moderate,4.3,81.3,7.29,2.8,84.5,69.8,3,No,1.64,Fail
S08216,Male,16,High School,Medium,Yes,Quiet,4.22,88.1,8.4,5.4,74.3,55.6,2,Yes,2.43,Pass
S08217,Female,15,Bachelor,Low,Yes,Quiet,1.32,70.7,7.96,1.6,82.4,87.5,1,No,1.96,Fail
S08218,Male,15,High School,Medium,Yes,Noisy,4.13,77.9,6.62,2.2,100.0,67.4,0,Yes,3.01,Pass
S08219,Female,15,High School,Low,Yes,Noisy,3.62,92.9,8.05,2.1,86.3,79.1,1,Yes,1.85,Pass
S08220,Female,18,Bachelor,Medium,Yes,Moderate,4.91,69.1,5.27,5.0,100.0,79.7,2,No,2.49,Pass
S08221,Male,17,High School,Medium,Yes,Noisy,2.92,83.0,7.83,1.6,77.4,67.3,2,No,1.23,Fail
S08222,Male,16,Bachelor,Low,Yes,Quiet,4.36,72.7,6.27,2.8,41.1,79.3,1,No,1.56,Fail
S08223,Female,15,Master,Medium,Yes,Quiet,3.56,94.1,7.97,2.1,91.3,96.0,3,No,2.01,Fail
S08224,Male,18,Master,Medium,Yes,Quiet,1.66,88.4,7.04,2.3,100.0,83.7,1,No,1.99,Fail
S08225,Female,17,High School,Low,Yes,Quiet,4.22,70.3,5.8,2.5,82.1,45.7,1,No,2.05,Fail
S08226,Female,17,Bachelor,Medium,Yes,Quiet,3.97,74.6,7.25,4.1,71.4,67.4,1,No,2.3,Fail
S08227,Female,17,Bachelor,Medium,No,Moderate,2.22,85.1,7.0,4.7,81.3,59.6,3,No,1.1,Fail
S08228,Male,18,Master,Medium,Yes,Quiet,3.35,61.9,7.24,0.4,97.5,88.1,1,Yes,2.1,Fail
S08229,Female,15,Master,Low,Yes,Quiet,5.53,74.0,6.2,3.7,82.0,70.0,3,No,2.2,Pass
S08230,Female,17,High School,Low,Yes,Moderate,2.42,76.8,5.83,4.4,69.9,67.8,2,No,0.98,Fail
S08231,Female,18,High School,Low,Yes,Quiet,3.87,97.8,7.61,3.0,65.2,47.5,5,No,2.6,Pass
S08232,Female,18,Bachelor,Medium,Yes,Quiet,1.69,79.2,6.93,4.3,90.7,100.0,4,No,1.57,Fail
S08233,Female,16,Bachelor,Medium,Yes,Quiet,2.32,91.6,7.57,0.6,100.0,71.6,0,No,2.0,Pass
S08234,Female,18,High School,Medium,No,Noisy,3.97,80.3,7.55,3.3,62.5,67.7,2,No,2.75,Pass
S08235,Female,17,High School,Medium,Yes,Quiet,3.31,92.4,7.71,4.4,89.4,47.3,0,No,1.99,Pass
S08236,Female,17,Bachelor,Low,Yes,Noisy,2.76,69.5,8.62,1.6,90.3,72.6,2,No,1.99,Fail
S08237,Female,18,High School,High,Yes,Moderate,5.04,77.8,7.2,0.6,63.2,69.2,4,No,2.21,Pass
S08238,Female,17,High School,Low,Yes,Quiet,1.89,83.9,6.0,4.2,92.1,71.9,1,No,1.45,Fail
S08239,Female,18,High School,Medium,Yes,Quiet,2.82,86.8,6.23,1.9,100.0,49.1,0,No,2.26,Fail
S08240,Male,17,High School,Medium,Yes,Moderate,3.59,88.2,6.71,1.6,94.3,45.0,2,No,2.71,Pass
S08241,Female,16,Bachelor,High,Yes,Noisy,1.95,86.9,7.21,0.0,74.5,95.4,1,No,2.1,Pass
S08242,Female,15,High School,Low,Yes,Quiet,3.61,90.1,8.38,1.7,59.6,52.5,3,No,2.19,Pass
S08243,Female,16,High School,Medium,Yes,Quiet,4.29,84.9,6.86,1.5,86.7,77.9,2,Yes,1.93,Fail
S08244,Male,16,High School,Medium,Yes,Quiet,2.86,86.7,8.68,0.0,77.8,65.8,2,No,1.86,Fail
S08245,Female,15,High School,High,Yes,Quiet,2.18,74.9,8.77,1.6,89.9,84.9,1,No,1.78,Pass
S08246,Male,17,Bachelor,High,Yes,Noisy,2.63,68.8,7.43,4.3,75.5,72.9,1,No,1.39,Fail
S08247,Female,15,High School,Low,Yes,Moderate,0.5,73.8,7.63,3.0,66.3,71.4,2,No,0.87,Fail
S08248,Female,18,Bachelor,Medium,No,Quiet,4.21,68.1,6.54,0.0,81.1,72.1,3,Yes,1.77,Fail
S08249,Male,15,High School,Medium,Yes,Noisy,3.32,87.2,8.68,3.1,97.5,58.4,1,Yes,1.69,Fail
S08250,Female,16,High School,Low,Yes,Quiet,2.79,94.4,6.36,3.6,92.2,52.6,4,No,2.41,Pass
S08251,Male,15,High School,Low,Yes,Moderate,1.0,75.5,8.2,2.7,75.8,66.3,3,No,0.95,Fail
S08252,Male,17,High School,High,No,Moderate,4.33,95.1,5.97,2.4,62.3,47.0,2,Yes,2.65,Pass
S08253,Female,16,Bachelor,Medium,Yes,Quiet,2.47,89.5,7.64,1.3,75.6,38.2,3,Yes,1.23,Fail
S08254,Female,18,Bachelor,Low,Yes,Quiet,3.68,79.5,8.11,3.1,75.3,72.2,6,No,2.21,Pass
S08255,Female,17,Master,Low,Yes,Quiet,2.99,81.5,7.91,3.4,79.2,65.9,1,No,1.94,Pass
S08256,Female,16,High School,Low,No,Noisy,1.06,96.2,6.53,2.9,100.0,84.6,1,No,2.13,Pass
S08257,Male,18,High School,Medium,Yes,Moderate,4.52,61.8,6.73,5.1,75.3,82.7,4,No,1.33,Fail
S08258,Male,17,High School,Medium,Yes,Quiet,4.29,96.1,8.54,2.2,82.0,77.7,3,No,2.69,Pass
S08259,Female,18,Master,Medium,No,Moderate,3.92,94.0,6.49,0.5,91.7,77.5,3,No,2.59,Pass
S08260,Male,15,High School,Low,No,Moderate,3.38,79.1,6.53,5.0,87.6,58.1,1,No,1.46,Fail
S08261,Male,15,Bachelor,Medium,Yes,Quiet,1.56,84.1,8.5,0.0,100.0,77.1,1,No,2.63,Pass
S08262,Female,18,High School,Low,Yes,Moderate,4.04,100.0,6.94,1.9,71.8,60.8,2,No,2.81,Pass
S08263,Male,15,High School,High,Yes,Moderate,5.65,71.9,6.94,1.1,70.1,78.7,1,No,2.99,Pass
S08264,Male,18,Master,Low,Yes,Quiet,3.14,83.2,8.84,2.3,74.5,100.0,1,Yes,1.67,Fail
S08265,Female,17,Bachelor,Medium,Yes,Noisy,3.16,91.5,6.35,2.3,66.1,33.9,1,No,1.56,Fail
S08266,Male,16,Master,Medium,Yes,Moderate,1.68,87.1,6.27,1.1,80.8,81.0,1,No,1.63,Fail
S08267,Female,18,Bachelor,Medium,Yes,Quiet,0.52,85.5,7.18,4.1,82.3,71.1,3,No,1.57,Fail
S08268,Male,16,Bachelor,Low,No,Noisy,2.57,100.0,7.03,2.3,75.0,60.7,1,No,1.82,Fail
S08269,Female,16,High School,Medium,Yes,Quiet,4.78,73.9,6.22,4.3,88.2,81.2,2,No,2.25,Fail
S08270,Male,18,Bachelor,High,Yes,Noisy,4.61,74.4,7.81,0.7,88.6,51.1,5,No,1.94,Pass
S08271,Male,15,High School,Low,No,Quiet,2.92,59.9,7.02,0.9,69.0,100.0,1,No,1.33,Fail
S08272,Female,17,Bachelor,Low,No,Moderate,3.52,74.2,7.06,0.8,88.6,85.9,3,No,2.17,Pass
S08273,Female,16,Bachelor,Medium,Yes,Moderate,1.54,78.3,7.0,3.3,62.7,61.7,4,Yes,1.19,Fail
S08274,Female,17,Master,Low,No,Quiet,3.13,88.2,5.95,5.1,66.1,41.1,1,No,1.53,Fail
S08275,Female,16,Bachelor,Medium,Yes,Quiet,2.37,94.6,6.18,2.0,100.0,60.6,1,No,1.48,Fail
S08276,Male,18,Bachelor,Low,Yes,Moderate,3.07,75.4,5.42,0.0,76.6,91.5,2,No,2.7,Pass
S08277,Male,15,High School,Medium,Yes,Moderate,2.67,83.6,8.14,3.2,77.0,98.8,2,No,1.36,Fail
S08278,Male,17,High School,Medium,Yes,Quiet,2.65,99.0,7.0,3.5,100.0,66.4,3,No,1.37,Fail
S08279,Female,16,High School,Low,Yes,Noisy,4.2,83.1,7.99,0.9,82.6,80.7,2,Yes,2.09,Pass
S08280,Male,18,Bachelor,Medium,Yes,Moderate,5.36,90.2,6.55,3.3,76.1,63.8,2,Yes,2.14,Pass
S08281,Male,18,PhD,Medium,Yes,Quiet,2.8,96.2,8.15,3.7,66.5,65.7,4,No,1.97,Fail
S08282,Female,16,High School,Low,No,Moderate,4.7,75.7,5.38,0.0,87.0,56.9,1,Yes,3.38,Pass
S08283,Female,16,High School,Medium,Yes,Moderate,1.51,73.7,7.97,4.2,100.0,91.0,4,No,1.49,Fail
S08284,Male,16,Bachelor,Medium,Yes,Noisy,2.89,100.0,6.92,4.3,79.0,59.4,2,No,2.22,Pass
S08285,Female,15,Master,Low,Yes,Quiet,1.44,90.8,5.61,2.0,99.3,75.9,4,Yes,1.32,Fail
S08286,Male,16,Bachelor,High,Yes,Quiet,2.63,71.7,4.18,3.5,77.8,72.6,2,No,2.04,Fail
S08287,Male,16,High School,Medium,Yes,Quiet,3.86,74.4,7.5,5.5,68.7,100.0,1,No,2.24,Pass
S08288,Female,15,PhD,Low,Yes,Noisy,4.34,83.0,7.99,1.5,72.7,70.5,3,No,1.89,Pass
S08289,Male,18,Master,High,Yes,Quiet,2.07,98.9,7.06,4.2,68.8,62.4,1,No,1.41,Fail
S08290,Female,16,High School,Medium,No,Quiet,3.55,94.8,7.6,2.9,100.0,59.0,1,No,2.06,Pass
S08291,Female,17,Master,Medium,Yes,Moderate,4.48,95.7,7.45,0.8,97.0,83.7,1,No,3.13,Pass
S08292,Male,18,Bachelor,Low,Yes,Quiet,4.31,80.6,7.06,0.0,85.8,100.0,1,Yes,3.29,Pass
S08293,Male,17,High School,Medium,Yes,Quiet,3.31,84.9,7.96,3.6,44.4,97.1,3,No,1.49,Pass
S08294,Male,16,Bachelor,Medium,Yes,Moderate,2.29,77.0,5.52,0.5,100.0,62.6,3,No,1.83,Pass
S08295,Female,15,Master,Medium,Yes,Quiet,2.17,80.8,7.1,4.0,74.3,82.2,3,No,1.75,Fail
S08296,Male,15,Bachelor,Low,Yes,Moderate,1.99,73.8,7.68,0.0,70.7,54.4,0,No,1.21,Fail
S08297,Female,15,High School,Low,Yes,Quiet,2.96,76.3,6.55,2.7,75.0,69.7,3,No,2.19,Fail
S08298,Female,16,PhD,Medium,Yes,Moderate,2.01,77.7,7.26,2.0,80.6,49.4,2,No,2.07,Fail
S08299,Male,16,High School,Low,Yes,Quiet,3.81,83.5,5.82,5.0,86.5,70.7,2,Yes,2.73,Pass
S08300,Female,17,Bachelor,Medium,Yes,Moderate,3.27,89.2,7.08,2.8,96.3,54.8,3,No,1.93,Fail
S08301,Male,15,Bachelor,Medium,Yes,Quiet,3.22,100.0,6.28,3.4,87.9,69.0,0,Yes,1.6,Fail
S08302,Male,16,High School,High,Yes,Quiet,0.79,81.3,6.48,1.9,80.4,89.9,6,No,0.99,Fail
S08303,Male,18,High School,Medium,Yes,Quiet,3.03,90.9,7.57,2.2,74.4,57.3,4,No,2.41,Pass
S08304,Male,16,Master,Low,Yes,Moderate,2.45,83.2,5.24,4.1,66.8,63.9,2,No,1.66,Fail
S08305,Male,16,Bachelor,High,Yes,Quiet,5.6,94.6,5.91,2.5,85.7,84.4,4,No,3.17,Pass
S08306,Male,18,Bachelor,High,Yes,Moderate,1.46,72.4,7.72,1.1,87.9,64.3,2,Yes,2.06,Pass
S08307,Male,15,Bachelor,Medium,Yes,Moderate,2.75,79.6,6.84,4.2,68.5,51.9,3,No,1.33,Fail
S08308,Female,18,Bachelor,Low,Yes,Moderate,3.46,91.6,6.27,5.0,64.2,63.8,3,No,1.67,Pass
S08309,Male,15,Bachelor,Medium,Yes,Quiet,1.83,90.8,7.45,4.8,91.8,70.4,0,No,1.58,Fail
S08310,Female,18,High School,Medium,Yes,Moderate,5.31,91.0,5.89,4.4,73.7,79.3,2,No,3.08,Pass
S08311,Female,17,High School,Low,Yes,Noisy,5.34,99.1,5.86,2.1,62.5,43.1,0,Yes,2.42,Pass
S08312,Female,15,Master,Medium,Yes,Quiet,1.97,67.7,6.79,1.0,65.8,78.5,3,Yes,1.69,Fail
S08313,Male,16,Bachelor,Medium,Yes,Quiet,2.29,72.5,6.86,0.7,87.7,72.9,4,Yes,1.05,Fail
S08314,Female,17,High School,Medium,Yes,Quiet,5.58,90.6,6.26,0.5,100.0,38.4,1,Yes,3.23,Pass
S08315,Female,15,Master,Medium,Yes,Moderate,4.67,93.1,6.74,2.4,95.2,66.0,2,No,2.3,Pass
S08316,Male,15,Master,Medium,Yes,Quiet,2.56,91.6,8.33,5.2,51.8,71.6,3,No,1.32,Fail
S08317,Male,15,High School,Medium,Yes,Noisy,3.52,100.0,6.96,0.0,78.6,56.9,3,No,2.32,Pass
S08318,Female,18,PhD,Medium,Yes,Moderate,1.34,75.8,5.85,2.5,92.2,54.2,2,No,1.36,Fail
S08319,Male,15,Bachelor,Low,Yes,Quiet,5.64,88.7,7.02,2.0,57.9,69.2,0,No,2.64,Pass
S08320,Male,16,High School,Medium,Yes,Noisy,3.09,84.3,4.88,0.7,100.0,69.6,2,Yes,2.1,Fail
S08321,Male,15,High School,Medium,Yes,Quiet,3.7,91.2,8.61,2.1,53.0,38.0,0,Yes,2.24,Fail
S08322,Male,16,Bachelor,High,Yes,Quiet,1.88,88.8,5.81,4.4,89.1,59.6,2,Yes,1.25,Fail
S08323,Female,16,Master,Medium,Yes,Quiet,1.64,79.8,7.21,2.8,74.7,57.8,1,No,1.97,Fail
S08324,Male,16,High School,Low,Yes,Quiet,3.54,88.9,7.16,3.4,83.3,49.9,2,No,1.44,Fail
S08325,Male,17,High School,High,Yes,Moderate,5.3,85.8,6.22,4.1,81.3,82.9,3,No,1.68,Fail
S08326,Male,16,High School,Medium,Yes,Quiet,2.35,86.3,8.3,3.1,66.9,84.1,4,Yes,2.07,Pass
S08327,Female,18,Bachelor,High,Yes,Moderate,1.83,96.3,9.06,1.9,88.0,48.2,1,No,1.75,Fail
S08328,Female,15,High School,Low,Yes,Moderate,3.37,100.0,6.25,2.7,76.6,67.3,3,Yes,2.23,Pass
S08329,Male,18,High School,Medium,Yes,Quiet,4.96,65.9,7.71,0.9,88.7,76.5,3,Yes,2.78,Pass
S08330,Male,17,Bachelor,Low,No,Moderate,2.23,97.9,6.01,2.6,70.2,84.9,2,Yes,2.12,Pass
S08331,Female,15,Master,High,No,Moderate,2.7,91.4,8.32,2.7,76.3,83.1,1,No,1.89,Pass
S08332,Male,16,Bachelor,High,Yes,Noisy,4.0,77.6,8.26,4.5,88.3,64.7,3,No,2.69,Pass
S08333,Male,15,High School,Medium,No,Quiet,4.13,81.4,8.01,2.0,69.2,71.3,2,No,2.31,Pass
S08334,Female,17,Bachelor,Low,Yes,Quiet,2.66,93.8,5.34,2.0,97.6,86.4,3,No,2.62,Pass
S08335,Male,17,High School,Low,Yes,Noisy,4.32,85.5,6.46,0.2,84.4,63.8,2,No,2.87,Pass
S08336,Male,18,PhD,Medium,Yes,Quiet,3.63,84.5,6.47,3.5,100.0,56.2,1,No,1.87,Fail
S08337,Female,15,Master,Medium,No,Quiet,3.02,78.1,6.4,0.3,77.5,86.9,0,Yes,2.1,Fail
S08338,Female,15,High School,Medium,Yes,Moderate,4.08,77.4,8.33,1.8,84.1,54.3,2,No,2.98,Pass
S08339,Male,15,High School,Medium,Yes,Quiet,3.92,75.3,5.19,1.4,76.6,44.1,3,No,2.8,Pass
S08340,Female,18,Bachelor,Medium,Yes,Moderate,1.74,79.9,7.39,3.8,80.1,74.3,3,Yes,2.44,Pass
S08341,Male,17,Bachelor,Low,Yes,Noisy,4.78,83.7,7.74,3.2,88.3,80.7,2,No,2.93,Pass
S08342,Male,16,Bachelor,Medium,No,Moderate,3.41,88.5,6.3,3.6,100.0,88.3,4,No,2.29,Pass
S08343,Male,15,Master,Medium,Yes,Moderate,4.65,76.8,7.5,3.9,100.0,80.0,0,No,1.84,Fail
S08344,Female,18,Master,High,Yes,Quiet,3.06,92.6,7.44,1.5,91.7,81.8,2,Yes,2.36,Pass
S08345,Female,18,Bachelor,Medium,Yes,Moderate,3.3,75.9,6.73,1.2,64.0,53.2,4,No,2.06,Pass
S08346,Male,16,Master,Medium,No,Moderate,3.48,92.7,8.09,0.0,74.5,75.7,1,Yes,2.58,Pass
S08347,Male,17,Master,Low,Yes,Quiet,3.66,76.3,6.46,2.7,88.8,78.6,1,No,2.04,Pass
S08348,Female,15,Master,High,Yes,Quiet,4.83,100.0,8.09,1.3,68.1,60.8,2,Yes,2.91,Pass
S08349,Female,15,PhD,Low,Yes,Moderate,3.56,91.5,7.13,3.2,79.8,70.1,2,No,2.36,Pass
S08350,Female,18,High School,Medium,Yes,Quiet,2.97,93.4,6.69,4.2,82.4,87.5,2,No,1.58,Fail
S08351,Male,17,High School,High,Yes,Moderate,4.21,83.3,6.78,3.9,100.0,83.2,1,No,2.11,Pass
S08352,Female,15,Master,Medium,Yes,Quiet,3.52,91.1,5.61,2.7,77.6,88.0,2,No,2.23,Pass
S08353,Female,16,Master,Medium,Yes,Quiet,6.55,72.5,6.64,2.6,56.4,62.2,2,Yes,3.05,Pass
S08354,Male,17,Master,Low,Yes,Quiet,3.35,75.2,5.88,2.5,91.6,92.9,1,No,2.2,Pass
S08355,Male,17,High School,High,Yes,Noisy,4.49,81.9,7.26,5.7,95.7,61.9,3,No,1.38,Fail
S08356,Male,18,Bachelor,Low,Yes,Moderate,4.06,100.0,7.9,1.6,100.0,48.1,2,No,2.22,Pass
S08357,Female,18,High School,Low,No,Moderate,0.54,95.1,7.46,2.6,73.4,68.2,2,Yes,1.38,Fail
S08358,Male,15,Bachelor,Low,Yes,Quiet,2.12,62.6,6.29,2.2,59.4,68.5,1,Yes,1.19,Fail
S08359,Male,18,High School,Low,Yes,Quiet,2.47,75.1,6.73,1.3,85.3,57.2,2,Yes,1.8,Fail
S08360,Male,17,High School,High,Yes,Quiet,1.2,84.1,7.28,1.9,87.9,75.8,1,No,2.07,Pass
S08361,Male,15,High School,Medium,Yes,Quiet,2.53,97.6,7.33,2.5,88.7,100.0,2,Yes,1.73,Pass
S08362,Female,15,Bachelor,Medium,Yes,Moderate,1.35,87.4,8.64,0.7,73.9,77.5,0,No,1.29,Fail
S08363,Male,17,High School,High,Yes,Moderate,1.67,59.6,7.62,5.0,86.4,82.9,2,No,1.0,Fail
S08364,Female,15,High School,Low,Yes,Quiet,3.29,73.3,7.15,3.6,81.6,81.1,3,No,1.46,Fail
S08365,Female,16,High School,Low,Yes,Noisy,5.3,92.2,7.1,4.1,71.6,61.0,0,No,2.28,Pass
S08366,Female,16,High School,Medium,Yes,Quiet,1.37,87.0,6.65,2.3,63.5,54.3,2,No,1.48,Fail
S08367,Male,15,Master,Medium,No,Moderate,1.54,86.3,7.0,2.0,75.1,67.8,2,No,1.62,Fail
S08368,Female,18,High School,Medium,Yes,Quiet,2.36,96.1,7.72,2.2,79.0,70.2,1,No,1.48,Fail
S08369,Male,16,High School,Low,Yes,Quiet,2.82,81.5,6.29,1.5,90.3,89.5,1,Yes,1.75,Fail
S08370,Male,15,Master,Medium,Yes,Moderate,1.15,92.0,7.41,4.4,79.5,58.7,3,No,1.15,Fail
S08371,Male,16,Bachelor,Low,Yes,Quiet,2.16,100.0,6.89,4.6,72.3,70.5,0,No,1.96,Fail
S08372,Female,18,Bachelor,Low,Yes,Quiet,2.05,87.2,8.72,3.3,88.1,70.0,3,No,2.68,Pass
S08373,Male,17,Bachelor,Low,Yes,Quiet,3.38,76.1,7.3,5.0,78.9,65.7,3,No,1.72,Fail
S08374,Male,15,Master,Medium,No,Quiet,3.51,80.7,7.33,6.1,69.6,78.2,1,No,0.89,Fail
S08375,Male,15,High School,Medium,Yes,Moderate,2.82,76.0,6.14,5.3,85.1,73.6,0,Yes,2.12,Pass
S08376,Female,15,PhD,Medium,Yes,Moderate,2.55,62.6,8.46,1.8,90.0,90.6,4,Yes,2.25,Pass
S08377,Female,15,Master,High,Yes,Quiet,2.15,77.1,7.51,0.0,78.7,72.3,1,No,1.56,Fail
S08378,Female,15,Bachelor,High,Yes,Quiet,3.06,91.4,8.36,3.6,100.0,41.0,0,No,2.18,Pass
S08379,Male,15,Bachelor,Medium,Yes,Noisy,1.83,85.1,6.82,3.1,98.5,54.8,2,No,1.27,Fail
S08380,Female,18,Bachelor,High,Yes,Quiet,4.86,98.6,7.0,2.7,87.8,62.0,3,No,2.75,Pass
S08381,Male,17,High School,High,Yes,Moderate,1.2,86.4,5.63,2.2,74.5,32.9,2,No,1.14,Fail
S08382,Male,18,High School,Medium,Yes,Noisy,2.21,93.8,8.84,4.5,52.7,54.0,1,No,1.47,Fail
S08383,Female,18,PhD,Medium,Yes,Quiet,4.04,67.4,7.37,0.2,61.8,84.7,3,Yes,2.37,Pass
S08384,Male,17,Bachelor,High,Yes,Quiet,2.52,80.6,8.86,4.8,93.4,47.1,5,No,1.63,Fail
S08385,Female,18,High School,Medium,Yes,Noisy,3.81,82.3,6.65,5.1,66.1,77.6,4,No,2.41,Pass
S08386,Male,16,Master,Low,Yes,Quiet,5.06,76.7,7.47,2.7,86.2,50.6,3,No,2.86,Pass
S08387,Female,18,Bachelor,Medium,Yes,Quiet,4.0,100.0,7.99,2.9,66.6,69.7,0,No,2.36,Pass
S08388,Male,15,High School,Low,No,Moderate,1.56,65.7,7.33,0.7,77.3,69.9,3,No,2.22,Pass
